"","Time","Name","Instructor","Location"
"Wednesday, 19 February 2025","16:30 - 17:15","REFORMER PILATES","KEANA","UPWEY"
"Wednesday, 19 February 2025","16:30 - 17:30","BODYPUMP","ROWAN","WOLLONGONG"
"Wednesday, 19 February 2025","16:30 - 17:30","BOOTY","ANGEL","BROADBEACH"
"Wednesday, 19 February 2025","16:30 - 17:00","LIME BOX","RACHEL","PORT KENNEDY"
"Wednesday, 19 February 2025","16:30 - 17:15","REFORMER PILATES","PARA","KINGS SQUARE"
"Wednesday, 19 February 2025","16:30 - 17:15","REFORMER PILATES","RYANIN","WANNEROO"
"Wednesday, 19 February 2025","16:45 - 17:30","LES MILLS CORE","TINA","ANU"
"Wednesday, 19 February 2025","16:45 - 17:30","BODYPUMP","LILIN","DARWIN CITY (IFITNESS 247)"
"Wednesday, 19 February 2025","17:00 - 17:30","GRIT STRENGTH","ANICA","GUNGAHLIN PLATINUM"
"Wednesday, 19 February 2025","17:00 - 17:45","BLEND","LARA","HIIT REPUBLIC KINGSTON"
"Wednesday, 19 February 2025","17:00 - 17:30","LES MILLS SPRINT","CAROLINE","LAVINGTON"
"Wednesday, 19 February 2025","17:00 - 17:45","BLEND","DORIS","HIIT REPUBLIC QUEANBEYAN"
"Wednesday, 19 February 2025","17:00 - 17:45","REFORMER PILATES","VICKY","TENERIFFE"
"Wednesday, 19 February 2025","17:00 - 17:45","BLEND","SAM","HIIT REPUBLIC WOLLONGONG"
"Wednesday, 19 February 2025","17:00 - 17:45","BLEND","CONNOR","HIIT REPUBLIC GOULBURN"
"Wednesday, 19 February 2025","17:00 - 17:45","BLEND","KAYLA","HIIT REPUBLIC GUNGAHLIN"
"Wednesday, 19 February 2025","17:00 - 17:45","BLEND","LUKE","HIIT REPUBLIC WESTON"
"Wednesday, 19 February 2025","17:00 - 17:45","STRENGTH ENDURANCE","DIEGO","HIIT REPUBLIC CORRIMAL"
"Wednesday, 19 February 2025","17:00 - 17:45","BLEND","HEIDI","HIIT REPUBLIC SHELLHARBOUR"
"Wednesday, 19 February 2025","17:00 - 17:45","REFORMER - INTERMEDIATE","MIM","PARKDALE"
"Wednesday, 19 February 2025","17:00 - 17:45","REFORMER PILATES","MIM","MULGRAVE"
"Wednesday, 19 February 2025","17:00 - 17:30","BLEND","CHARLOTTE","HIIT REPUBLIC REDCLIFFE"
"Wednesday, 19 February 2025","17:00 - 18:00","BODYPUMP","ALISON","BLACKTOWN"
"Wednesday, 19 February 2025","17:00 - 17:30","LES MILLS CORE","KATE","CLEVELAND"
"Wednesday, 19 February 2025","17:00 - 18:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Wednesday, 19 February 2025","17:00 - 17:30","LIME CORE","LAURA","PENRITH - MULGOA ROAD"
"Wednesday, 19 February 2025","17:00 - 17:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Wednesday, 19 February 2025","17:00 - 18:00","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Wednesday, 19 February 2025","17:00 - 18:00","WOD","CLUB LIME ATHLETICA","MANDURAH"
"Wednesday, 19 February 2025","17:00 - 17:45","GENTLE FLOW YOGA","EMILY","MILLNER (IFITNESS 247)"
"Wednesday, 19 February 2025","17:00 - 17:50","REFORMER PILATES","CHRIS","MENTONE"
"Wednesday, 19 February 2025","17:00 - 17:45","REFORMER PILATES","BIANCA","BUTLER"
"Wednesday, 19 February 2025","17:10 - 17:55","BLEND","CONNOR","HIIT REPUBLIC BRADDON"
"Wednesday, 19 February 2025","17:15 - 18:00","BLEND","CASEY","HIIT REPUBLIC TUGGERANONG"
"Wednesday, 19 February 2025","17:15 - 18:00","HYBRID","HAYLEY","HIIT REPUBLIC MITCHELL"
"Wednesday, 19 February 2025","17:15 - 18:00","THROWDOWN","NIDAHL","HIIT REPUBLIC ERINDALE"
"Wednesday, 19 February 2025","17:15 - 18:00","BLEND","FIONA","HIIT REPUBLIC CISAC"
"Wednesday, 19 February 2025","17:15 - 18:00","STRENGTH","JOEL","HIIT REPUBLIC WODEN"
"Wednesday, 19 February 2025","17:15 - 18:00","BLEND","SHARLENE","HIIT REPUBLIC YAMANTO"
"Wednesday, 19 February 2025","17:15 - 18:00","BODYPUMP","JANE","CAMPBELLTOWN"
"Wednesday, 19 February 2025","17:15 - 18:00","LIME CIRCUIT","DAVEIDA","WOLLONGONG"
"Wednesday, 19 February 2025","17:15 - 18:00","REFORMER - INTERMEDIATE","HEATHER","CARIBBEAN PARK"
"Wednesday, 19 February 2025","17:15 - 17:45","S-CONNECT BATTLEBOX","JENNIFER","CLARKSON"
"Wednesday, 19 February 2025","17:15 - 18:00","DANCE FIT","PARA","KINGS SQUARE"
"Wednesday, 19 February 2025","17:15 - 18:00","REFORMER PILATES","CHRISSIE","CLARKSON"
"Wednesday, 19 February 2025","17:15 - 18:00","REFORMER PILATES","ANTO","KINGS SQUARE"
"Wednesday, 19 February 2025","17:15 - 18:00","REFORMER PILATES","RYANIN","WANNEROO"
"Wednesday, 19 February 2025","17:30 - 18:30","BODYCOMBAT","FIONA","GUNGAHLIN PLATINUM"
"Wednesday, 19 February 2025","17:30 - 18:30","BODYATTACK","TRENT","BELCONNEN (CISAC PLATINUM)"
"Wednesday, 19 February 2025","17:30 - 18:30","BODYATTACK","BRI","WOLLONGONG"
"Wednesday, 19 February 2025","17:30 - 18:15","BODYPUMP","JAIMEE","WAGGA WAGGA"
"Wednesday, 19 February 2025","17:30 - 18:25","BODYPUMP","CLARE","TUGGERANONG"
"Wednesday, 19 February 2025","17:30 - 18:30","BODYSTEP","TRUDI","GOULBURN - LANSDOWNE STREET"
"Wednesday, 19 February 2025","17:30 - 18:00","LES MILLS CORE","SHERNA","MAWSON"
"Wednesday, 19 February 2025","17:30 - 18:30","LIME ABT","RO","MOOLOOLABA"
"Wednesday, 19 February 2025","17:30 - 18:30","PILATES","NICOLE","REDCLIFFE"
"Wednesday, 19 February 2025","17:30 - 18:25","BODYPUMP","DAN","QUEANBEYAN"
"Wednesday, 19 February 2025","17:30 - 18:00","LES MILLS SPRINT","BRUCE","BELCONNEN (CISAC PLATINUM)"
"Wednesday, 19 February 2025","17:30 - 18:15","LIME CIRCUIT","EMILY","WODONGA"
"Wednesday, 19 February 2025","17:30 - 18:15","LIME CIRCUIT","JAVIER","NORMAN PARK (ACTIVE LIFE)"
"Wednesday, 19 February 2025","17:30 - 18:30","BODYPUMP","JEANETTE","TOORMINA"
"Wednesday, 19 February 2025","17:30 - 18:30","SPIN","SHEREE","TOORMINA"
"Wednesday, 19 February 2025","17:30 - 18:15","LIME CONDITION","JESS","SCORESBY"
"Wednesday, 19 February 2025","17:30 - 18:15","REFORMER PILATES","KEANA","UPWEY"
"Wednesday, 19 February 2025","17:30 - 18:15","HOT YOGA","JAMIE LEE","UPWEY"
"Wednesday, 19 February 2025","17:30 - 18:15","REFORMER - INTERMEDIATE","JADE","OAKLEIGH"
"Wednesday, 19 February 2025","17:30 - 18:15","REFORMER - INTERMEDIATE","BRIDGET","SCORESBY"
"Wednesday, 19 February 2025","17:30 - 18:15","RPM","MOE H","WOLLONGONG"
"Wednesday, 19 February 2025","17:30 - 18:15","BLEND","KARL","HIIT REPUBLIC COBURG"
"Wednesday, 19 February 2025","17:30 - 18:20","REFORMER PILATES","VIEN","PYRMONT"
"Wednesday, 19 February 2025","17:30 - 18:15","STEP","HAYLEY","UPWEY"
"Wednesday, 19 February 2025","17:30 - 18:30","ZUMBA","LEANNE","SUNNYBANK HILLS (HEALTHWORKS)"
"Wednesday, 19 February 2025","17:30 - 18:30","BODYCOMBAT","JESS","MOONEE BEACH"
"Wednesday, 19 February 2025","17:30 - 18:15","LIME CIRCUIT","BREE","WAGGA WAGGA"
"Wednesday, 19 February 2025","17:30 - 18:30","BOXING","GUS","SOUTH MORANG (ONE HEALTH)"
"Wednesday, 19 February 2025","17:30 - 18:30","VINYASA YOGA","LAURA","PENRITH - MULGOA ROAD"
"Wednesday, 19 February 2025","17:30 - 18:15","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Wednesday, 19 February 2025","17:30 - 18:15","BODYPUMP","NATASHA","PALMERSTON (IFITNESS 247)"
"Wednesday, 19 February 2025","17:30 - 18:15","LIME LIFT","ANGEL","BROADBEACH"
"Wednesday, 19 February 2025","17:30 - 18:25","CARDIO BLAST","RACHEL","PORT KENNEDY"
"Wednesday, 19 February 2025","17:30 - 18:15","BODYPUMP","AARON","MANDURAH"
"Wednesday, 19 February 2025","17:30 - 18:25","BODYPUMP","TAMMY","KENNEDY PARK"
"Wednesday, 19 February 2025","17:30 - 18:15","REFORMER","SAVYRA","WILLIAMSTOWN"
"Wednesday, 19 February 2025","17:30 - 18:15","BODYPUMP","NAOMI","WILLIAMSTOWN"
"Wednesday, 19 February 2025","17:30 - 18:30","LES MILLS TONE","RENEE","COOLALINGA (IFITNESS 247)"
"Wednesday, 19 February 2025","17:30 - 18:15","BODYATTACK","LISA","BUTLER"
"Wednesday, 19 February 2025","17:30 - 18:15","RPM","SAM","BUTLER"
"Wednesday, 19 February 2025","17:30 - 18:15","BODYPUMP","ALI","WANNEROO"
"Wednesday, 19 February 2025","17:30 - 18:15","LIME LIFT","TIARN","ALBION PARK"
"Wednesday, 19 February 2025","17:45 - 18:30","LES MILLS SHAPES","IZZY","KINGSTON"
"Wednesday, 19 February 2025","17:45 - 18:45","RPM","ANNE-MAREE","WAGGA WAGGA"
"Wednesday, 19 February 2025","17:45 - 18:45","BODYPUMP","JESS","ANU"
"Wednesday, 19 February 2025","17:45 - 18:30","BLEND","LARA","HIIT REPUBLIC KINGSTON"
"Wednesday, 19 February 2025","17:45 - 18:30","BLEND","DORIS","HIIT REPUBLIC QUEANBEYAN"
"Wednesday, 19 February 2025","17:45 - 18:30","BLEND","SAM","HIIT REPUBLIC WOLLONGONG"
"Wednesday, 19 February 2025","17:45 - 18:30","LIME CIRCUIT","JASON","BELCONNEN (CISAC PLATINUM)"
"Wednesday, 19 February 2025","17:45 - 18:30","BLEND","KAYLA","HIIT REPUBLIC GUNGAHLIN"
"Wednesday, 19 February 2025","17:45 - 18:30","LIME CIRCUIT","LEIGH","CONDER"
"Wednesday, 19 February 2025","17:45 - 18:30","BLEND","LUKE","HIIT REPUBLIC WESTON"
"Wednesday, 19 February 2025","17:45 - 18:30","STRENGTH ENDURANCE","DIEGO","HIIT REPUBLIC CORRIMAL"
"Wednesday, 19 February 2025","17:45 - 18:15","LES MILLS SPRINT","KIM","WODONGA"
"Wednesday, 19 February 2025","17:45 - 18:30","BLEND","HEIDI","HIIT REPUBLIC SHELLHARBOUR"
"Wednesday, 19 February 2025","17:45 - 18:30","LIME CIRCUIT","MASON","BLACKTOWN"
"Wednesday, 19 February 2025","17:45 - 18:30","ZUMBA","JUSTINE","DARWIN CITY (IFITNESS 247)"
"Wednesday, 19 February 2025","17:45 - 18:30","LIME CIRCUIT","KATE","CAMPBELLTOWN"
"Wednesday, 19 February 2025","17:45 - 18:30","CLUB FIESTA","DEB","CLARKSON"
"Wednesday, 19 February 2025","18:00 - 19:00","BODYPUMP","HANS","BELCONNEN (OATLEY COURT)"
"Wednesday, 19 February 2025","18:00 - 19:00","BODYPUMP","DEB","GOLD CREEK COUNTRY CLUB"
"Wednesday, 19 February 2025","18:00 - 18:45","BLEND","CASEY","HIIT REPUBLIC TUGGERANONG"
"Wednesday, 19 February 2025","18:00 - 18:45","REFORMER PILATES","VICKY","TENERIFFE"
"Wednesday, 19 February 2025","18:00 - 19:00","GENTLE FLOW YOGA","RODNEY","TENERIFFE"
"Wednesday, 19 February 2025","18:00 - 18:45","THROWDOWN","NIDAHL","HIIT REPUBLIC ERINDALE"
"Wednesday, 19 February 2025","18:00 - 18:50","REFORMER PILATES","NATALIA","FIVE DOCK"
"Wednesday, 19 February 2025","18:00 - 18:30","LIME CIRCUIT","KEELIN","ROUSE HILL"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME CIRCUIT","CARLA","FIVE DOCK"
"Wednesday, 19 February 2025","18:00 - 19:00","BODYATTACK","KATY","IPSWICH"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME CIRCUIT","JO","KIPPAX"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME CIRCUIT","KAT","MALVERN"
"Wednesday, 19 February 2025","18:00 - 19:00","POWER YOGA","JO","NORMAN PARK (ACTIVE LIFE)"
"Wednesday, 19 February 2025","18:00 - 18:45","REFORMER PILATES","MIM","PARKDALE"
"Wednesday, 19 February 2025","18:00 - 19:00","HOT YOGA","ANGELIN","MULGRAVE"
"Wednesday, 19 February 2025","18:00 - 18:30","LIME ABT","JANE","CAMPBELLTOWN"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME CIRCUIT","VICTOR F","ST PETERS"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME CIRCUIT","JAMES","SIPPY DOWNS"
"Wednesday, 19 February 2025","18:00 - 19:00","GENTLE FLOW YOGA","TINTING YANG","BURWOOD"
"Wednesday, 19 February 2025","18:00 - 19:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME ABT","CARLOS","PYRMONT"
"Wednesday, 19 February 2025","18:00 - 18:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Wednesday, 19 February 2025","18:00 - 19:00","NO GI BJJ","KHAREM","PENRITH - MULGOA ROAD"
"Wednesday, 19 February 2025","18:00 - 18:45","SPIN","NATALIE","COOLALINGA (IFITNESS 247)"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME CONDITION","GUS","ROSEBERY"
"Wednesday, 19 February 2025","18:00 - 19:00","WOD X","CLUB LIME ATHLETICA","MANDURAH"
"Wednesday, 19 February 2025","18:00 - 19:00","HOT YOGA","MARIE","MENTONE"
"Wednesday, 19 February 2025","18:00 - 18:55","BODYPUMP","BARBARA","MENTONE"
"Wednesday, 19 February 2025","18:00 - 18:50","REFORMER PILATES","CHRIS","MENTONE"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME LIFT","CHRIS","RHODES"
"Wednesday, 19 February 2025","18:00 - 18:45","LIME ABT","MILLIE","OAKLEIGH"
"Wednesday, 19 February 2025","18:00 - 18:45","S-CONNECT BIG RIG ULTRA","TIANA","BUTLER"
"Wednesday, 19 February 2025","18:00 - 18:45","VINYASA YOGA","KRISHA","KINGS SQUARE"
"Wednesday, 19 February 2025","18:00 - 18:45","REFORMER PILATES","BIANCA","BUTLER"
"Wednesday, 19 February 2025","18:00 - 18:30","S-CONNECT ABSOGLUTELY","JENNIFER","CLARKSON"
"Wednesday, 19 February 2025","18:10 - 18:55","STRENGTH","CONNOR","HIIT REPUBLIC CANBERRA CITY"
"Wednesday, 19 February 2025","18:15 - 19:00","RPM","BREE","GUNGAHLIN PLATINUM"
"Wednesday, 19 February 2025","18:15 - 19:00","REFORMER PILATES","HEATHER","CARIBBEAN PARK"
"Wednesday, 19 February 2025","18:15 - 19:00","BLEND","KARL","HIIT REPUBLIC COBURG"
"Wednesday, 19 February 2025","18:15 - 19:15","STRENGTH & CONDITIONING","NAOMI","WILLIAMSTOWN"
"Wednesday, 19 February 2025","18:15 - 19:00","REFORMER PILATES","FIONA","CLARKSON"
"Wednesday, 19 February 2025","18:15 - 19:00","REFORMER PILATES","RYANIN","WANNEROO"
"Wednesday, 19 February 2025","18:20 - 18:50","LIME CORE","NATASHA","PALMERSTON (IFITNESS 247)"
"Wednesday, 19 February 2025","18:25 - 19:10","LIME CIRCUIT","TIARN","ALBION PARK"
"Wednesday, 19 February 2025","18:30 - 19:25","BODYPUMP","MICHELLE","KINGSTON"
"Wednesday, 19 February 2025","18:30 - 19:15","LES MILLS DANCE","TONI","GUNGAHLIN PLATINUM"
"Wednesday, 19 February 2025","18:30 - 19:15","BODYPUMP","TRISTAN","BELCONNEN (CISAC PLATINUM)"
"Wednesday, 19 February 2025","18:30 - 19:30","HOT YOGA","STEPH","TUGGERANONG"
"Wednesday, 19 February 2025","18:30 - 19:15","LES MILLS DANCE","LAUREN","TUGGERANONG"
"Wednesday, 19 February 2025","18:30 - 19:15","LIME BOX","BRENDAN","MAWSON"
"Wednesday, 19 February 2025","18:30 - 19:15","SPIN","BILL","CAMPBELLTOWN"
"Wednesday, 19 February 2025","18:30 - 19:15","GENTLE FLOW YOGA","JAMIE LEE","UPWEY"
"Wednesday, 19 February 2025","18:30 - 19:15","REFORMER - INTERMEDIATE","KEANA","UPWEY"
"Wednesday, 19 February 2025","18:30 - 19:15","REFORMER PILATES","JADE","OAKLEIGH"
"Wednesday, 19 February 2025","18:30 - 19:30","BODYPUMP","ALYSSA","WOLLONGONG"
"Wednesday, 19 February 2025","18:30 - 19:20","REFORMER PILATES","VIEN","PYRMONT"
"Wednesday, 19 February 2025","18:30 - 19:15","PILATES","KATIE","UPWEY"
"Wednesday, 19 February 2025","18:30 - 19:30","BODYCOMBAT","GREG","SUNNYBANK HILLS (HEALTHWORKS)"
"Wednesday, 19 February 2025","18:30 - 19:30","BOXING","GUS","SOUTH MORANG (ONE HEALTH)"
"Wednesday, 19 February 2025","18:30 - 19:30","BODYBALANCE","TRUDI","GOULBURN - LANSDOWNE STREET"
"Wednesday, 19 February 2025","18:30 - 19:30","YIN YOGA","LAURA","PENRITH - MULGOA ROAD"
"Wednesday, 19 February 2025","18:30 - 19:30","GENTLE FLOW YOGA","JESS","BROADBEACH"
"Wednesday, 19 February 2025","18:30 - 19:15","LIME BOX","JESS","SCORESBY"
"Wednesday, 19 February 2025","18:30 - 19:25","BODYBALANCE","CARLY","MANDURAH"
"Wednesday, 19 February 2025","18:30 - 19:00","LIME BOX","RACHEL","PORT KENNEDY"
"Wednesday, 19 February 2025","18:30 - 19:15","REFORMER","SAVYRA","WILLIAMSTOWN"
"Wednesday, 19 February 2025","18:30 - 19:30","BODYBALANCE","JANE","CLARKSON"
"Wednesday, 19 February 2025","18:30 - 19:00","S-CONNECT LOADED","EVIE","WANNEROO"
"Wednesday, 19 February 2025","18:35 - 19:35","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Wednesday, 19 February 2025","18:45 - 19:15","LIME CIRCUIT","KEELIN","ROUSE HILL"
"Wednesday, 19 February 2025","19:00 - 19:50","REFORMER PILATES","NATALIA","FIVE DOCK"
"Wednesday, 19 February 2025","19:00 - 19:45","REFORMER - INTERMEDIATE","MIM","MULGRAVE"
"Wednesday, 19 February 2025","19:00 - 19:45","ZUMBA","NIKKI","BELCONNEN (OATLEY COURT)"
"Wednesday, 19 February 2025","19:00 - 20:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Wednesday, 19 February 2025","19:00 - 20:00","NO GI BJJ","KHAREM","PENRITH - MULGOA ROAD"
"Wednesday, 19 February 2025","19:00 - 19:45","GENTLE FLOW YOGA","BRAYLEY","PALMERSTON (IFITNESS 247)"
"Wednesday, 19 February 2025","19:00 - 19:45","LIME ABT","MILLIE","OAKLEIGH"
"Wednesday, 19 February 2025","19:00 - 19:45","REFORMER PILATES","RYANIN","WANNEROO"
"Wednesday, 19 February 2025","19:00 - 19:45","LIME CIRCUIT","LUKE","BURWOOD"
"Wednesday, 19 February 2025","19:30 - 20:30","VINYASA YOGA","SARAH","BELCONNEN (CISAC PLATINUM)"
"Wednesday, 19 February 2025","19:30 - 20:00","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Wednesday, 19 February 2025","20:00 - 21:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Wednesday, 19 February 2025","20:30 - 21:00","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Wednesday, 19 February 2025","21:00 - 22:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Wednesday, 19 February 2025","21:30 - 22:25","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Wednesday, 19 February 2025","22:00 - 23:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","04:00 - 05:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Thursday, 20 February 2025","05:00 - 05:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","05:00 - 06:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","05:15 - 06:00","HYBRID","CHARLOTTE","HIIT REPUBLIC REDCLIFFE"
"Thursday, 20 February 2025","05:25 - 06:10","BLEND","RICHIE","HIIT REPUBLIC CANBERRA CITY"
"Thursday, 20 February 2025","05:30 - 06:15","CL LIFT","JORDAN","DEAGON"
"Thursday, 20 February 2025","05:30 - 06:15","HYBRID","LAURA","HIIT REPUBLIC TUGGERANONG"
"Thursday, 20 February 2025","05:30 - 06:15","HYBRID","SAM","HIIT REPUBLIC KINGSTON"
"Thursday, 20 February 2025","05:30 - 06:15","HYBRID","DORIS","HIIT REPUBLIC QUEANBEYAN"
"Thursday, 20 February 2025","05:30 - 06:15","TIME CAP","FIONA","HIIT REPUBLIC MITCHELL"
"Thursday, 20 February 2025","05:30 - 06:15","THROWDOWN","NICK","HIIT REPUBLIC BRADDON"
"Thursday, 20 February 2025","05:30 - 06:30","PILATES","NICOLE","REDCLIFFE"
"Thursday, 20 February 2025","05:30 - 06:00","LIME CONDITION","JORDAN","DEAGON"
"Thursday, 20 February 2025","05:30 - 06:15","BLEND","NIDAHL","HIIT REPUBLIC ERINDALE"
"Thursday, 20 February 2025","05:30 - 06:15","THROWDOWN","TAHLIA","HIIT REPUBLIC CISAC"
"Thursday, 20 February 2025","05:30 - 06:15","STRENGTH ENDURANCE","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Thursday, 20 February 2025","05:30 - 06:15","HYBRID","JONATHON","HIIT REPUBLIC GOULBURN"
"Thursday, 20 February 2025","05:30 - 06:15","HYBRID","GRACE","HIIT REPUBLIC GUNGAHLIN"
"Thursday, 20 February 2025","05:30 - 06:15","THROWDOWN","ALEISHA","HIIT REPUBLIC WESTON"
"Thursday, 20 February 2025","05:30 - 06:15","AMRAP","JORDAN","HIIT REPUBLIC CORRIMAL"
"Thursday, 20 February 2025","05:30 - 06:15","EMOM","JOEL","HIIT REPUBLIC WODEN"
"Thursday, 20 February 2025","05:30 - 06:15","HYBRID","LOUISE","HIIT REPUBLIC YAMANTO"
"Thursday, 20 February 2025","05:30 - 06:15","LIFT","JACK","HIIT REPUBLIC SHELLHARBOUR"
"Thursday, 20 February 2025","05:30 - 06:15","STRENGTH","KARL","HIIT REPUBLIC COBURG"
"Thursday, 20 February 2025","05:30 - 06:30","LIME CIRCUIT","GEORGIA","PENRITH - MULGOA ROAD"
"Thursday, 20 February 2025","05:30 - 06:30","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Thursday, 20 February 2025","05:30 - 06:15","WOD","CLUB LIME ATHLETICA","MANDURAH"
"Thursday, 20 February 2025","05:30 - 06:15","LIME CIRCUIT","KATE","CAMPBELLTOWN"
"Thursday, 20 February 2025","05:30 - 06:30","HIIT","MONIQUE BARLOW","COOLALINGA (IFITNESS 247)"
"Thursday, 20 February 2025","05:30 - 06:30","LIME LIFT","AMY","SUNNYBANK HILLS (HEALTHWORKS)"
"Thursday, 20 February 2025","05:30 - 06:15","RPM","SHARON","WANNEROO"
"Thursday, 20 February 2025","05:45 - 06:30","CLUB LIME CIRCUIT","JESS","CISAC LADIES ONLY"
"Thursday, 20 February 2025","05:45 - 06:30","FREESTYLE SPIN","SHERRY","BELCONNEN (CISAC PLATINUM)"
"Thursday, 20 February 2025","05:45 - 06:30","BOX FIT (EQUIPMENT NOT PROVIDED)","ANICA","GUNGAHLIN PLATINUM"
"Thursday, 20 February 2025","05:45 - 06:45","H.I.I.T","HAYLEY","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","05:45 - 06:30","SPIN","JADE","MANDURAH"
"Thursday, 20 February 2025","05:55 - 06:55","RPM","ANNE-MAREE","WAGGA WAGGA"
"Thursday, 20 February 2025","06:00 - 06:45","LIME CIRCUIT","JO","GOLD CREEK COUNTRY CLUB"
"Thursday, 20 February 2025","06:00 - 06:55","BODYPUMP","DAMIEN T","KINGSTON"
"Thursday, 20 February 2025","06:00 - 06:45","RPM","DEB","GUNGAHLIN PLATINUM"
"Thursday, 20 February 2025","06:00 - 07:00","BODYPUMP","KYLIE","BELCONNEN (CISAC PLATINUM)"
"Thursday, 20 February 2025","06:00 - 06:30","GRIT","THERESE","WAGGA WAGGA"
"Thursday, 20 February 2025","06:00 - 06:30","LES MILLS SPRINT","ANTHONY","LAVINGTON"
"Thursday, 20 February 2025","06:00 - 06:45","BODYPUMP","LAUREN","QUEANBEYAN"
"Thursday, 20 February 2025","06:00 - 06:30","LIME CIRCUIT","MITCH","CONDER"
"Thursday, 20 February 2025","06:00 - 07:00","SPIN","STACEY","MOOLOOLABA"
"Thursday, 20 February 2025","06:00 - 06:45","REFORMER PILATES","CASSANDRA","TENERIFFE"
"Thursday, 20 February 2025","06:00 - 06:45","LIME CIRCUIT","KAT","MALVERN"
"Thursday, 20 February 2025","06:00 - 06:45","LIME CIRCUIT","TBA","BELCONNEN (CISAC PLATINUM)"
"Thursday, 20 February 2025","06:00 - 06:45","LIME CONDITION","CEMIL S","FIVE DOCK"
"Thursday, 20 February 2025","06:00 - 07:00","BODYPUMP","JESS","TOORMINA"
"Thursday, 20 February 2025","06:00 - 06:50","REFORMER PILATES","NATALIE","FIVE DOCK"
"Thursday, 20 February 2025","06:00 - 06:45","LIME LIFT","ALEX","UPWEY"
"Thursday, 20 February 2025","06:00 - 06:45","LIME LIFT","JESS","SCORESBY"
"Thursday, 20 February 2025","06:00 - 06:45","REFORMER - INTERMEDIATE","AMBAR","PARKDALE"
"Thursday, 20 February 2025","06:00 - 06:45","REFORMER PILATES","BRIDGET","SCORESBY"
"Thursday, 20 February 2025","06:00 - 06:45","BODYPUMP","ALYSSA","WOLLONGONG"
"Thursday, 20 February 2025","06:00 - 06:45","LIME CONDITION","SAM","NOOSAVILLE"
"Thursday, 20 February 2025","06:00 - 06:45","LIME LIFT","STEVE","OAKLEIGH"
"Thursday, 20 February 2025","06:00 - 06:30","HIIT CIRCUIT","REBECCA","TUGGERANONG"
"Thursday, 20 February 2025","06:00 - 06:45","HOT PILATES","KEANA","UPWEY"
"Thursday, 20 February 2025","06:00 - 06:45","LIME ABT","TIANA","SIPPY DOWNS"
"Thursday, 20 February 2025","06:00 - 07:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","06:00 - 06:45","BODYPUMP","KATE","MAWSON"
"Thursday, 20 February 2025","06:00 - 06:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Thursday, 20 February 2025","06:00 - 06:45","LIME CONDITION","MARK","BROADBEACH"
"Thursday, 20 February 2025","06:00 - 06:55","BODYPUMP","JODIE","MANDURAH"
"Thursday, 20 February 2025","06:00 - 06:50","REFORMER PILATES","NARIMAN","MENTONE"
"Thursday, 20 February 2025","06:00 - 06:45","CYCLE","SIMON","BUTLER"
"Thursday, 20 February 2025","06:00 - 06:30","S-CONNECT LOADED","SEAN","KINGS SQUARE"
"Thursday, 20 February 2025","06:00 - 06:45","REFORMER PILATES","SUE","BUTLER"
