"","Time","Name","Instructor","Location"
"Saturday, 22 February 2025","08:30 - 09:30","SHRED","ELISSA","HIIT REPUBLIC CISAC"
"Saturday, 22 February 2025","08:30 - 09:00","SPIN","JANE","CAMPBELLTOWN"
"Saturday, 22 February 2025","08:30 - 09:30","GENTLE FLOW YOGA","CANDICE","NORMAN PARK (ACTIVE LIFE)"
"Saturday, 22 February 2025","08:30 - 09:30","BODYATTACK","SHELLEY","TOORMINA"
"Saturday, 22 February 2025","08:30 - 09:30","SPIN","KIM","TOORMINA"
"Saturday, 22 February 2025","08:30 - 09:20","REFORMER PILATES","DEE","FIVE DOCK"
"Saturday, 22 February 2025","08:30 - 09:15","LIME CIRCUIT","ALEX","SCORESBY"
"Saturday, 22 February 2025","08:30 - 09:15","REFORMER - INTERMEDIATE","KEANA","CARIBBEAN PARK"
"Saturday, 22 February 2025","08:30 - 09:15","REFORMER PILATES","HEATHER","MULGRAVE"
"Saturday, 22 February 2025","08:30 - 09:15","LIME CIRCUIT","ANDREW","FIVE DOCK"
"Saturday, 22 February 2025","08:30 - 09:30","SHRED","KARI","HIIT REPUBLIC COBURG"
"Saturday, 22 February 2025","08:30 - 09:00","LES MILLS SPRINT","KIM","WODONGA"
"Saturday, 22 February 2025","08:30 - 09:25","BODYSTEP","TRUDI","GOULBURN - LANSDOWNE STREET"
"Saturday, 22 February 2025","08:30 - 09:30","BODYATTACK","PENNY","BLACKTOWN"
"Saturday, 22 February 2025","08:30 - 09:20","REFORMER PILATES","CLARE","PYRMONT"
"Saturday, 22 February 2025","08:30 - 09:30","BODYSTEP","MICHAEL","PENRITH - MULGOA ROAD"
"Saturday, 22 February 2025","08:30 - 09:15","RPM","LEANNE","COOLALINGA (IFITNESS 247)"
"Saturday, 22 February 2025","08:30 - 09:30","HOT YOGA","SYLVIA","MENTONE"
"Saturday, 22 February 2025","08:30 - 09:25","BODYPUMP","MELISSA","MENTONE"
"Saturday, 22 February 2025","08:30 - 09:15","GENTLE FLOW YOGA","ANGELIN","MULGRAVE"
"Saturday, 22 February 2025","08:45 - 09:40","BODYPUMP","SZABINA","KINGSTON"
"Saturday, 22 February 2025","09:00 - 10:00","BODYPUMP","JEN","BELCONNEN (OATLEY COURT)"
"Saturday, 22 February 2025","09:00 - 10:00","BODYPUMP","KYLIE","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","09:00 - 09:45","RPM","CHRIS","GUNGAHLIN PLATINUM"
"Saturday, 22 February 2025","09:00 - 10:00","BODYCOMBAT","NICOLE","GUNGAHLIN PLATINUM"
"Saturday, 22 February 2025","09:00 - 09:30","LES MILLS SPRINT","BRUCE","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","09:00 - 10:00","RPM","MAT","WAGGA WAGGA"
"Saturday, 22 February 2025","09:00 - 09:55","BODYPUMP","LAUREN","QUEANBEYAN"
"Saturday, 22 February 2025","09:00 - 10:00","VINYASA YOGA","GERLINDE","MOOLOOLABA"
"Saturday, 22 February 2025","09:00 - 10:00","GENTLE FLOW YOGA","RODNEY","TENERIFFE"
"Saturday, 22 February 2025","09:00 - 09:30","LIME STRETCH","MICHELLE","DEAGON"
"Saturday, 22 February 2025","09:00 - 10:00","BODYPUMP","EMMA","MALVERN"
"Saturday, 22 February 2025","09:00 - 09:30","METAFIT","EMMA","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","09:00 - 09:45","LIME BOX","CLARE","CONDER"
"Saturday, 22 February 2025","09:00 - 09:45","REFORMER PILATES","JAKI","UPWEY"
"Saturday, 22 February 2025","09:00 - 09:45","HOT YOGA","JASMIN","UPWEY"
"Saturday, 22 February 2025","09:00 - 09:45","REFORMER PILATES","ALEISHA","OAKLEIGH"
"Saturday, 22 February 2025","09:00 - 09:45","REFORMER - INTERMEDIATE","ETAIZE","PARKDALE"
"Saturday, 22 February 2025","09:00 - 09:45","REFORMER JUMP","NICKY/ASH","SCORESBY"
"Saturday, 22 February 2025","09:00 - 10:00","PILATES","LAURA","NOOSAVILLE"
"Saturday, 22 February 2025","09:00 - 10:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","09:00 - 11:45","CRECHE 1 TO 10 YEARS","OLIVIA","QUEANBEYAN"
"Saturday, 22 February 2025","09:00 - 11:45","CRECHE UNDER 13 MONTHS","OLIVIA","QUEANBEYAN"
"Saturday, 22 February 2025","09:00 - 09:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","09:00 - 09:45","BODYPUMP","HELEN","PALMERSTON (IFITNESS 247)"
"Saturday, 22 February 2025","09:00 - 09:45","GENTLE FLOW YOGA","BRAYLEY","DARWIN CITY (IFITNESS 247)"
"Saturday, 22 February 2025","09:00 - 09:55","BODYPUMP","TBA","BROADBEACH"
"Saturday, 22 February 2025","09:00 - 09:45","LIME LIFT","CHAD","ROSEBERY"
"Saturday, 22 February 2025","09:00 - 09:30","LIME BOX","JULIE","PORT KENNEDY"
"Saturday, 22 February 2025","09:00 - 09:45","BODYPUMP","SAMANTHA","KENNEDY PARK"
"Saturday, 22 February 2025","09:00 - 09:45","STRENGTH & CONDITIONING","SOFIA","WILLIAMSTOWN"
"Saturday, 22 February 2025","09:00 - 09:45","BEATS RHYTHM CYCLE","HANNAH","BUTLER"
"Saturday, 22 February 2025","09:00 - 09:45","CLUB FIESTA","HALA","BUTLER"
"Saturday, 22 February 2025","09:00 - 09:45","BEATS RHYTHM CYCLE","ANTO","CLARKSON"
"Saturday, 22 February 2025","09:00 - 10:00","BODYPUMP","PAV","CLARKSON"
"Saturday, 22 February 2025","09:00 - 09:45","BODYPUMP","SAM","WANNEROO"
"Saturday, 22 February 2025","09:00 - 09:45","REFORMER PILATES","MEGAN","BUTLER"
"Saturday, 22 February 2025","09:00 - 09:45","REFORMER PILATES","CHRISSIE","CLARKSON"
"Saturday, 22 February 2025","09:00 - 09:45","LIME CIRCUIT","LUCAS","ALBION PARK"
"Saturday, 22 February 2025","09:15 - 10:15","PILATES","VIEN","BURWOOD"
"Saturday, 22 February 2025","09:15 - 10:15","SHRED","RICHIE","HIIT REPUBLIC CANBERRA CITY"
"Saturday, 22 February 2025","09:15 - 10:00","BODYPUMP","JESS","SUNNYBANK HILLS (HEALTHWORKS)"
"Saturday, 22 February 2025","09:15 - 10:15","BLEND","HAYLEY","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","09:15 - 10:10","LIME CIRCUIT","SIERRA","MANDURAH"
"Saturday, 22 February 2025","09:15 - 10:05","REFORMER PILATES","CHRIS","MENTONE"
"Saturday, 22 February 2025","09:15 - 10:00","REFORMER","ANGELA","WILLIAMSTOWN"
"Saturday, 22 February 2025","09:15 - 10:00","RPM","ZONA","WILLIAMSTOWN"
"Saturday, 22 February 2025","09:15 - 10:00","REFORMER PILATES","LEILANE","WANNEROO"
"Saturday, 22 February 2025","09:30 - 10:30","BODYCOMBAT","LIKHASINH","CISAC LADIES ONLY"
"Saturday, 22 February 2025","09:30 - 10:25","BODYPUMP","KAITLYN","TUGGERANONG"
"Saturday, 22 February 2025","09:30 - 10:25","BODYBALANCE","TRUDI","GOULBURN - LANSDOWNE STREET"
"Saturday, 22 February 2025","09:30 - 10:30","HOT YOGA","STEPH","TUGGERANONG"
"Saturday, 22 February 2025","09:30 - 10:30","PILATES","DAHLAS","NORMAN PARK (ACTIVE LIFE)"
"Saturday, 22 February 2025","09:30 - 10:20","REFORMER PILATES","DEE","FIVE DOCK"
"Saturday, 22 February 2025","09:30 - 10:15","LIME LIFT","ALEX","SCORESBY"
"Saturday, 22 February 2025","09:30 - 10:15","LIME STRETCH","KEANA","CARIBBEAN PARK"
"Saturday, 22 February 2025","09:30 - 10:15","HOT YOGA","ANGELIN","MULGRAVE"
"Saturday, 22 February 2025","09:30 - 10:15","REFORMER - INTERMEDIATE","HEATHER","MULGRAVE"
"Saturday, 22 February 2025","09:30 - 10:30","BODYPUMP","ALYSSA","WOLLONGONG"
"Saturday, 22 February 2025","09:30 - 10:20","REFORMER BEGINNER","CLARE","PYRMONT"
"Saturday, 22 February 2025","09:30 - 10:30","BODYBALANCE","KIM","TOORMINA"
"Saturday, 22 February 2025","09:30 - 10:30","BODYSTEP","ALISON","BLACKTOWN"
"Saturday, 22 February 2025","09:30 - 10:15","ZUMBA","SHIRLEY S","ANU"
"Saturday, 22 February 2025","09:30 - 10:30","BODYPUMP","MICHAEL","PENRITH - MULGOA ROAD"
"Saturday, 22 February 2025","09:30 - 10:15","BODYPUMP","RENEE","COOLALINGA (IFITNESS 247)"
"Saturday, 22 February 2025","09:40 - 10:25","LES MILLS CORE","TINA","MAWSON"
"Saturday, 22 February 2025","09:45 - 10:30","RPM","BRUCE","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","09:50 - 10:45","BODYBALANCE","SZABINA","KINGSTON"
"Saturday, 22 February 2025","10:00 - 11:00","BODYPUMP","BREE","GUNGAHLIN PLATINUM"
"Saturday, 22 February 2025","10:00 - 11:00","PILATES","TREENA","LAVINGTON"
"Saturday, 22 February 2025","10:00 - 11:00","PILATES","MIKEY","FIVE DOCK"
"Saturday, 22 February 2025","10:00 - 10:55","BODYPUMP","ELLE","CONDER"
"Saturday, 22 February 2025","10:00 - 11:00","GENTLE FLOW YOGA","SARAH","QUEANBEYAN"
"Saturday, 22 February 2025","10:00 - 10:45","REFORMER - INTERMEDIATE","JAKI","UPWEY"
"Saturday, 22 February 2025","10:00 - 10:45","REFORMER JUMP","ALEISHA","OAKLEIGH"
"Saturday, 22 February 2025","10:00 - 10:45","REFORMER PILATES","ETAIZE","PARKDALE"
"Saturday, 22 February 2025","10:00 - 10:45","REFORMER - INTERMEDIATE","NICKY/ASH","SCORESBY"
"Saturday, 22 February 2025","10:00 - 11:00","BODYBALANCE","JESS","SUNNYBANK HILLS (HEALTHWORKS)"
"Saturday, 22 February 2025","10:00 - 11:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","10:00 - 10:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","10:00 - 10:45","VINYASA YOGA","VIV","BUTLER"
"Saturday, 22 February 2025","10:00 - 11:00","BODYCOMBAT","AMANDA","CLARKSON"
"Saturday, 22 February 2025","10:00 - 10:45","YIN YOGA","NINA","WANNEROO"
"Saturday, 22 February 2025","10:00 - 10:45","REFORMER PILATES","CHRISSIE","CLARKSON"
"Saturday, 22 February 2025","10:15 - 11:15","BODYATTACK","TRENT","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","10:15 - 11:15","BODYCOMBAT","TRACEY","BELCONNEN (OATLEY COURT)"
"Saturday, 22 February 2025","10:15 - 11:00","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 22 February 2025","10:15 - 11:00","ZUMBA","LEANNE","PALMERSTON (IFITNESS 247)"
"Saturday, 22 February 2025","10:15 - 10:45","LES MILLS CORE","RENEE","COOLALINGA (IFITNESS 247)"
"Saturday, 22 February 2025","10:15 - 11:05","REFORMER PILATES","CHRIS","MENTONE"
"Saturday, 22 February 2025","10:15 - 11:00","HATHA YOGA","RUTH","WILLIAMSTOWN"
"Saturday, 22 February 2025","10:15 - 11:00","REFORMER","ANGELA","WILLIAMSTOWN"
"Saturday, 22 February 2025","10:15 - 11:00","REFORMER PILATES","LEILANE","WANNEROO"
"Saturday, 22 February 2025","10:30 - 11:00","LES MILLS CORE","ALYSSA","WOLLONGONG"
"Saturday, 22 February 2025","10:30 - 11:00","LES MILLS CORE","ALISON","BLACKTOWN"
"Saturday, 22 February 2025","10:30 - 11:30","HOT YOGA","CYNTHIA","PENRITH - MULGOA ROAD"
"Saturday, 22 February 2025","10:35 - 11:35","GENTLE FLOW YOGA","MICHELLE","MAWSON"
"Saturday, 22 February 2025","10:45 - 11:40","BODYBALANCE","MELISSA","TUGGERANONG"
"Saturday, 22 February 2025","11:00 - 11:45","REFORMER PILATES","NICKY/ASH","SCORESBY"
"Saturday, 22 February 2025","11:00 - 11:45","REFORMER PILATES","JAKI","UPWEY"
"Saturday, 22 February 2025","11:00 - 12:00","BODYPUMP","KAREN","BLACKTOWN"
"Saturday, 22 February 2025","11:00 - 12:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","11:00 - 11:55","BODYBALANCE","HELEN","COOLALINGA (IFITNESS 247)"
"Saturday, 22 February 2025","11:00 - 12:00","ZUMBA","LEANNE","SUNNYBANK HILLS (HEALTHWORKS)"
"Saturday, 22 February 2025","11:00 - 12:00","YOGA","JESS","CLARKSON"
"Saturday, 22 February 2025","11:00 - 11:45","REFORMER PILATES","LEILANE","WANNEROO"
"Saturday, 22 February 2025","11:15 - 12:15","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 22 February 2025","11:15 - 12:00","LES MILLS DANCE","TONI","BELCONNEN (OATLEY COURT)"
"Saturday, 22 February 2025","11:15 - 12:00","LES MILLS SHAPES","GRACE","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","11:45 - 12:30","LES MILLS SHAPES","STEPH","TUGGERANONG"
"Saturday, 22 February 2025","12:00 - 13:00","BODYBALANCE","MELISSA","BELCONNEN (CISAC PLATINUM)"
"Saturday, 22 February 2025","12:00 - 13:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","12:00 - 12:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","13:00 - 13:30","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 22 February 2025","13:00 - 14:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","13:00 - 14:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","13:10 - 14:10","ZUMBA","ZEN","BLACKTOWN"
"Saturday, 22 February 2025","14:00 - 15:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","14:00 - 14:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","15:00 - 15:40","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 22 February 2025","15:00 - 16:00","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 22 February 2025","15:00 - 16:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","15:00 - 15:30","VIRTUAL GRIT CARDIO","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","16:00 - 16:55","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Saturday, 22 February 2025","16:00 - 17:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 22 February 2025","16:00 - 17:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 22 February 2025","16:00 - 17:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","16:00 - 16:45","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","16:00 - 16:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","16:30 - 17:30","BODYBALANCE","JENNIFER","ANU"
"Saturday, 22 February 2025","17:00 - 17:55","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Saturday, 22 February 2025","17:00 - 18:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Saturday, 22 February 2025","17:00 - 17:30","VIRTUAL RPM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 22 February 2025","17:00 - 18:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","17:00 - 17:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","17:00 - 17:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","17:30 - 18:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Saturday, 22 February 2025","18:00 - 18:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Saturday, 22 February 2025","18:00 - 19:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","18:00 - 18:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","18:00 - 18:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Saturday, 22 February 2025","18:45 - 19:15","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Saturday, 22 February 2025","19:00 - 20:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","20:00 - 21:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","21:00 - 22:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Saturday, 22 February 2025","22:00 - 23:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 23 February 2025","05:00 - 06:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 23 February 2025","06:00 - 07:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 23 February 2025","06:00 - 06:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 23 February 2025","06:00 - 06:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 23 February 2025","06:30 - 07:30","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 23 February 2025","07:00 - 08:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 23 February 2025","07:00 - 08:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 23 February 2025","07:00 - 07:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 23 February 2025","07:15 - 07:45","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Sunday, 23 February 2025","08:00 - 08:45","LIME CIRCUIT","JO","KIPPAX"
"Sunday, 23 February 2025","08:00 - 08:45","BODYPUMP","JANE","CAMPBELLTOWN"
"Sunday, 23 February 2025","08:00 - 08:55","BODYPUMP","KATHRYN","REDCLIFFE"
"Sunday, 23 February 2025","08:00 - 08:45","HOT YOGA","JENNY","UPWEY"
"Sunday, 23 February 2025","08:00 - 08:45","REFORMER - INTERMEDIATE","KASIE","UPWEY"
"Sunday, 23 February 2025","08:00 - 08:45","REFORMER PILATES","ETAIZE /EMILY","OAKLEIGH"
"Sunday, 23 February 2025","08:00 - 09:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 23 February 2025","08:00 - 09:00","REPUBLIC YOGA","HANNAH","HIIT REPUBLIC CANBERRA CITY"
"Sunday, 23 February 2025","08:00 - 08:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Sunday, 23 February 2025","08:00 - 08:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 23 February 2025","08:00 - 09:00","GENTLE FLOW YOGA","SANDY","BROADBEACH"
"Sunday, 23 February 2025","08:00 - 09:00","SHRED","ISABEL VERRI","HIIT REPUBLIC QUEANBEYAN"
"Sunday, 23 February 2025","08:00 - 08:45","RPM","ANTO","CLARKSON"
"Sunday, 23 February 2025","08:00 - 08:30","CYCLE 30","LEILANE","WANNEROO"
"Sunday, 23 February 2025","08:00 - 08:45","REFORMER PILATES","GILLIAN","BUTLER"
"Sunday, 23 February 2025","08:00 - 09:00","BODYPUMP","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 23 February 2025","08:15 - 09:15","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 23 February 2025","08:15 - 09:15","BODYPUMP","SUSAN","NORMAN PARK (ACTIVE LIFE)"
"Sunday, 23 February 2025","08:15 - 09:05","REFORMER PILATES","MELISSA","MENTONE"
"Sunday, 23 February 2025","08:15 - 09:00","BODYCOMBAT","ZONA","WILLIAMSTOWN"
"Sunday, 23 February 2025","08:15 - 09:00","REFORMER PILATES","MEGAN","WANNEROO"
"Sunday, 23 February 2025","08:30 - 09:25","BODYCOMBAT","DAN & TRACEY","QUEANBEYAN"
"Sunday, 23 February 2025","08:30 - 09:30","GENTLE FLOW YOGA","JULIE","MAWSON"
"Sunday, 23 February 2025","08:30 - 09:00","HIITSTEP","ANNA B","GUNGAHLIN PLATINUM"
"Sunday, 23 February 2025","08:30 - 09:25","BODYPUMP","CLARE","TUGGERANONG"
"Sunday, 23 February 2025","08:30 - 09:15","REFORMER PILATES","CHRIS","PARKDALE"
"Sunday, 23 February 2025","08:30 - 09:15","REFORMER - INTERMEDIATE","ETAIZE/ SONIA","MULGRAVE"
"Sunday, 23 February 2025","08:30 - 09:15","REFORMER PILATES","SUE","SCORESBY"
"Sunday, 23 February 2025","08:30 - 09:15","POWER YOGA","CHRISTINE","CLEVELAND"
"Sunday, 23 February 2025","08:30 - 09:15","LES MILLS TONE","RENEE","COOLALINGA (IFITNESS 247)"
"Sunday, 23 February 2025","08:30 - 09:25","BODYPUMP","NICOLE","MENTONE"
"Sunday, 23 February 2025","09:00 - 10:00","BODYPUMP","IZZY","BELCONNEN (OATLEY COURT)"
"Sunday, 23 February 2025","09:00 - 10:00","BODYATTACK","VEL I","WOLLONGONG"
"Sunday, 23 February 2025","09:00 - 09:55","BODYPUMP","BERNI","KINGSTON"
"Sunday, 23 February 2025","09:00 - 10:00","RPM","KIRSTY","GUNGAHLIN PLATINUM"
"Sunday, 23 February 2025","09:00 - 09:30","GRIT STRENGTH","ANICA","BELCONNEN (CISAC PLATINUM)"
"Sunday, 23 February 2025","09:00 - 09:30","LES MILLS SPRINT","KAILAH","WAGGA WAGGA"
"Sunday, 23 February 2025","09:00 - 09:45","SPIN","BILL","CAMPBELLTOWN"
"Sunday, 23 February 2025","09:00 - 10:00","GENTLE FLOW YOGA","RACHEL","REDCLIFFE"
"Sunday, 23 February 2025","09:00 - 09:45","GENTLE FLOW YOGA","JENNY","UPWEY"
"Sunday, 23 February 2025","09:00 - 09:45","REFORMER PILATES","KASIE","UPWEY"
"Sunday, 23 February 2025","09:00 - 09:45","REFORMER JUMP","ETAIZE /EMILY","OAKLEIGH"
"Sunday, 23 February 2025","09:00 - 10:00","BODYPUMP","ALISON","BLACKTOWN"
"Sunday, 23 February 2025","09:00 - 10:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Sunday, 23 February 2025","09:00 - 10:00","YIN YOGA","JADE","PENRITH - MULGOA ROAD"
"Sunday, 23 February 2025","09:00 - 09:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Sunday, 23 February 2025","09:00 - 09:55","BODYBALANCE","MEL","KENNEDY PARK"
"Sunday, 23 February 2025","09:00 - 10:00","BODYPUMP","ANTO","CLARKSON"
"Sunday, 23 February 2025","09:00 - 09:45","TABATA","LEILANE","WANNEROO"
"Sunday, 23 February 2025","09:00 - 09:45","REFORMER PILATES","GILLIAN","BUTLER"
"Sunday, 23 February 2025","09:00 - 09:45","RPM","SHONNA","BUTLER"
"Sunday, 23 February 2025","09:15 - 10:05","REFORMER PILATES","MELISSA","MENTONE"
"Sunday, 23 February 2025","09:15 - 10:00","RPM","ROBB","WILLIAMSTOWN"
"Sunday, 23 February 2025","09:15 - 10:00","GENTLE FLOW YOGA","LEE-ANN","WILLIAMSTOWN"
"Sunday, 23 February 2025","09:15 - 10:00","REFORMER PILATES","BIANCA","WANNEROO"
"Sunday, 23 February 2025","09:30 - 10:00","LES MILLS CORE","JAIMEE","WAGGA WAGGA"
"Sunday, 23 February 2025","09:30 - 10:15","RPM","PAUL","BELCONNEN (CISAC PLATINUM)"
"Sunday, 23 February 2025","09:30 - 10:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Sunday, 23 February 2025","09:30 - 10:15","ZUMBA","KELLIE","ANU"
"Sunday, 23 February 2025","09:30 - 10:15","LIME CIRCUIT","GERARDE","BELCONNEN (CISAC PLATINUM)"
"Sunday, 23 February 2025","09:30 - 10:25","BODYCOMBAT","MICHAEL","TUGGERANONG"
"Sunday, 23 February 2025","09:30 - 10:30","BODYPUMP","SARAH","LAVINGTON"
"Sunday, 23 February 2025","09:30 - 10:30","VINYASA YOGA","KEIRA","NORMAN PARK (ACTIVE LIFE)"
"Sunday, 23 February 2025","09:30 - 10:15","REFORMER PILATES","ETAIZE/ SONIA","MULGRAVE"
"Sunday, 23 February 2025","09:30 - 10:15","REFORMER - INTERMEDIATE","CHRIS","PARKDALE"
"Sunday, 23 February 2025","09:30 - 10:15","REFORMER - INTERMEDIATE","SUE","SCORESBY"
"Sunday, 23 February 2025","09:30 - 10:30","BODYPUMP","CHRISTINA","SUNNYBANK HILLS (HEALTHWORKS)"
"Sunday, 23 February 2025","09:30 - 10:30","VINYASA YOGA","CHRISTINA","MENTONE"
"Sunday, 23 February 2025","09:40 - 10:35","BODYPUMP","NATASHA","MAWSON"
"Sunday, 23 February 2025","09:45 - 10:45","BODYCOMBAT","GRACE","BELCONNEN (CISAC PLATINUM)"
"Sunday, 23 February 2025","09:45 - 10:45","GENTLE FLOW YOGA","VIV","CAMPBELLTOWN"
"Sunday, 23 February 2025","10:00 - 11:00","BODYBALANCE","FIONA","GUNGAHLIN PLATINUM"
"Sunday, 23 February 2025","10:00 - 10:45","LIME CIRCUIT","LEIGH","CONDER"
"Sunday, 23 February 2025","10:00 - 11:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Sunday, 23 February 2025","10:00 - 10:45","YIN YOGA","JENNY","UPWEY"
"Sunday, 23 February 2025","10:00 - 10:45","REFORMER PILATES","KASIE","UPWEY"
"Sunday, 23 February 2025","10:00 - 10:45","LIME STRETCH","ETAIZE /EMILY","OAKLEIGH"
"Sunday, 23 February 2025","10:00 - 11:00","LES MILLS CORE","ALISON","BLACKTOWN"
"Sunday, 23 February 2025","10:00 - 10:45","BODYBALANCE","IMOGEN","WAGGA WAGGA"
"Sunday, 23 February 2025","10:00 - 11:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
